isStance,sentence
,Commitment to Science- based Target We have formally joined and pledged to support the commitment of the SBTi in January 2023.
,"During the financial year, we formally published the Labor Policy."
,145 ANTA Sports Products Limited ESG Report 2023Mutualism with the Environment Goal Progress in 2023 One overall goal Carbon neutrality by 2050 We formally joined and pledged to support the commitment of the SBTi.
