isStance,sentence
,Supplier ESG Management Environment Health and Safety Occupational disease prevention Safe and healthy working environmentLabor Rights Anti- discrimination Human rights guarantees Eliminate child labor Prohibit forced laborBusiness Ethics Anti-corruption Anti-unfair competition Anti-commercial bribery Gifts and hospitalityFeihe continues to focus on the needs of various social groups and actively leverages its influence with the belief of lighting up happiness with love.
