isStance,sentence
,"With the vision of Making Children Enjoy Happiness through Sports Activities, the project focuses on youth sports, and helps the youth in underdeveloped regions grow up happily with the charity support from ANTA Equipment Kits, ANTA Physical Education Courses, ADream Centers, ANTA Fields, ANTA Camps, and ANTA Hope Classes."
