isStance,sentence
,"In 2021, we hosted two training on information security awareness and conventional security knowledge; we regularly invited external experts and professional partners to educate our information security personnel and security managers on the latest trends and skills to raise the security awareness, making them better positioned to do their job."
,"CompositionOver 500 courses provided by outsiders on leadership, professional skills and general skills More than 1, 200 in-house courses on internal expertise, revised external knowledge, industry report, etc 3-minute Business School, Book Thinking Course Updated and offered open classes for all employees at all system levels according to targeted learning plans and recommendations of employees OperationRecommend good classes every two weeks Video-recorded more than 5, 000 offline training and hosted over 50 live streaming on Shining Star Feihe Academy Regularly carried out learning atmosphere activities, including Tanabata Festival, teacher's day and other festival activities Function Sharing, PK quizzes, and live streaming were popular among employees Functions such as sign-in, examination evaluation and reports recorded employees' learning and strengthen our training management."
,"China Feihe Limited 2021 Environmental, Social and Governance ReportCompliance OperationsPremium Experiences with Feihe ProductsPromoting Shared Deve- lopment and ProsperityDedication to the Ecological CycleDevotion to Philanthropic CausesESG Index of HKEXHarmonious coexistence between humans and natureHanging banners 6 928 Painting for environmental protection 1 55 Garbage sorting 1 457 Environmental knowledge competition 1 45 Environment Day activities around Harmonious coexistence between human and nature 1 380 Distributing brochures 1 28 Cleaning plants' surroundings 1 40 The slogan work together towards a greener and inclusive energy future to publicise green ideas1 453 Encouraging saving power at the office Promote energy-saving lamps to save electricity in the office; Advocate employee to turn off lights when leaving rooms; Install multiple switches, to turn on lights only in sections where they are needed."
,"The activities mainly included painting for environmental protection, cleaning plants' surroundings, environmental knowledge competition, etc."
