isStance,sentence
,"2 China Resources Beer (Holdings) Company LimitedABOUT THIS REPORT Global Reporting Initiative GRI GRI Materiality The Group has commenced materiality assessment during the Reporting period, under which our report preparation team works with key stakeholders to identify material issues so as to confirm the disclosable information and details of each issue."
,"Also, during the pandemic, we confirm the list of supplies for pandemic prevention to actively provide employees with necessary masks and disinfectants, ensuring a sufficient and safe protection for employees."
