isStance,sentence
,"Ping An has integrated ESG risks with the Group s investment risk management system and the management of all investment business units, combining risk judgment, product design, statistics, and reporting with the Group s asset portfolio."
,"In addition, Ping An sets corresponding risk standards, and conducts risk judgment in combination with Ping An s asset portfolios."
