isStance,sentence
,"MESSAGE FROM THE CHAIRMAN Dear Stakeholders, On behalf of the Board, I am pleased to present our ESG Report for the year ended 31 December 2021. 30th Anniversary Embarking on New Adventures 2021 marks our 30th year of operations, so this is a good time for a retrospective look at our achievements and milestones over the past three decades, while planning for future sustainable development."
