isStance,sentence
,"Evaluated suppliers' comprehensive performance monthly and annually in terms of 10 assessment indicators such as quality, delivery, service, audit and contribution; Incentivised excellent suppliers with increased purchase; Supervised disqualified suppliers to improve, and communicated with them to offer assistance if necessary; Included suppliers with poor performance for a long time into the elimination list and made an elimination plan after comprehensive evaluations; Graded suppliers based on the results of annual performance evaluation, innovation, influence and resources; identified strategic suppliers that can grow with us."
,"Other than necessary heavy vehicles (such as cranes, concrete tankers, loaders, and dump trucks), we require vehicles such as climbers and forklifts to use electric drives to reduce exhaust emissions."
