isStance,sentence
,"As the Employee Handbook explains, there must be no discriminatory treatment in recruitment, salary, promotion or development of employees based on gender, age, nationality, religious belief, complexion, race, ethnic group, sexual orientation, political affiliation, family background and health or other social identity."
