isStance,sentence
,Employees can report any information or network security concerns to the Sinopec Security Response Centre (SSRC) through three channels when suspicious matters of information security network security are found by reporting the incidents through the security operation platform to form a full closed-loop management according to the incident handling process; by contacting the local communication group through the Company's internal communication software; by preparing a safety incident briefing and reporting it via email.
