isStance,sentence
,"In 2023, HONOR Magic Moments mobile photography project received a total of 500, 000 global submissions500, 000 In 2023, HONOR actively participated in the creation and promotion of six industry standards focused on the protection of minors6 Over the next three years, HONOR will invest over 1 billion yuan in research and development, particularly advancing into the relatively unexplored field of eye protection research1 billion In 2023, Remote Caretaking benefited over 20, 000 people each month20, 000In 2023, Color Correction benefit benefited over 590, 000 people each month590, 000 As of the end of 2023, Call Subtitles benefited over 140, 000 people each month470, 000 25, 000 5, 300 HONOR Tech Innovation Awards attracted over 150 universities nationwide participated by more than 5, 300 students in 20231, 000 HONOR Talents Developer Awards attracted 1, 000 developers 219 The 1st HONOR Talents Original Music Awards in 2023 received 219 pieces of original music compositions worldwideHONOR Talents Global Design Awards received 25, 000 submissions, covering 240 universities in 40 countriesHONOR ESG Report 2023"
,"HONOR ESG Report 2023 05 Oct Participated in the 2023 Global Technology Conference, sharing HONOR s commitments and actions in terms of sustainable development and ESG Joined the UNGC s Forward Faster initiative and participated in the roundtable forum during UN Assistant Secretary-General s visit to China to discuss sustainable business development Green practice was selected as the excellent case in the Fourth Industrial Revolution and Digital Transformation - the Fourth Industrial Revolution Alliance Progress ReportDec Won the Collaboration Award of AmCham Shanghai 2023 CSR Awards Included in the Bloomberg Green ESG 50 Companies to Watch ListAug Participated in the UNGC 2023 Sustainable Development Conference in Mexico and gave a speech at the workshop on Impact Alliances for the SDGs The relevance of Business sustainability towards the future, elaborating on HONOR s practices in ESG aspects and HONOR s goal of achieving carbon neutral operations by 2045 Participated in the 2023 Shenzhen International Consumer Electronics Exhibition and delivered a speech, highlighting HONOR s dedication to bridging the digital divide by technology and building an intelligent world for everyone Participated in the second session of UNGC Climate Ambition Accelerator Program Sep Participated in the China International Fair for Trade in Services, and delivered a keynote speech on AI Empowerment for Sustainable Investment and Development in the AI and Sustainable Investment Forum, highlighting HONOR s commitment to open cooperation with global partners in building a AI ecosystem Participated in the World 5G Conference in Mexico and made a speech at the opening ceremony, and discussed environmental issues including marine plastic reduction and marine biodiversity with Mexican designers Our Tech for Good Exploring HONOR initiative held an information accessibility event at Taiyuan Store, themed Where There is Love, There are no Barriers HONOR s Tech for good project was included in the 2023 Fortune China Best Design List Obtained the first sustainability-linked loan issued by Industrial BankNov Participated in the Global Development Initiative Digital Cooperation Forum at the 2023 World Internet Conference Wuzhen Summit and delivered a keynote speech, sharing HONOR s innovative practices and development achievements Participated in the 2023 China Circular Economy Development Forum Held HONOR Talents Art Exhibition in MexicoAwarded the Excellent Cases of High-Quality Development of Green Finance in 2023 by the Shenzhen Green Finance Association"
,"53 Tech for Good HighlightsHONOR ESG Report 2023 As of the end of 2023, ScreenReader benefited over 3, 400, 000 users3, 400, 000 In 2023, Select-to-Speak benefited over 200, 000 people each month200, 000 As of the end of 2023, Call Subtitles benefited over 140, 000 people each month140, 000 As of the end of 2023, AI Subtitles benefited over 800, 000 people each month800, 000 In 2023, we engaged in face-to-face interactions with nearly 520 hearing-impaired users to promote accessibility to information520 In 2023, we completed and implemented elderly-friendly projects, and HONOR Magic and X series was certified as elderly-friendly26 In 2023, HONOR Magic Moments mobile photography project received a total of 50, 000 global submissions500, 000 In 2023, HONOR actively participated in the creation and promotion of six industry standards focused on the protection of minors6 Over the next three years, HONOR will invest over 1 billion yuan in research and development, particularly advancing into the relatively unexplored field of eye protection research1 BillionIn 2023, Remote Caretaking benefited over 20, 000 people each month20, 000In 2023, Color Correction benefit benefited over 590, 000 people each month590, 000 As of the end of 2023, Call Subtitles benefited over 140, 000 people each month470, 000"
,"With the in-house latest achievements in visual accessibility, auditory accessibility, and elderly-friendly design of mobile phones, HONOR Device Co., Ltd. s Tech for Good Information Accessibility project stood out from more than 200 submitted projects and was successfully included in the 2023 Fortune China Best Design List."
,"The project continues to carry out a global dialog on art and technology, including art design, end product experiential design, and new forms of design expression."
,"In 2023, we further improved our manufacturing safety management system, developed an intelligent safety risk management platform, and launched a manufacturing safety technology project."
,"Safety technology project Considering the main safety risks of manufacturing, we have conducted an insightful study on the safety technologies involved."
,"The performance assessment results are then integrated into HONOR's project selection, bidding, and supplier portfolio management."
